Date,VIX,syn_vix
2005-08-04,12.52,10.665639884138166
2005-08-05,12.48,10.715442478296549
2005-08-08,13.21,11.589678403540965
2005-08-09,12.4,10.840775582577583
2005-08-10,12.38,10.967214091645786
2005-08-11,12.42,10.67227458670088
2005-08-12,12.74,10.93791846054977
2005-08-15,12.26,11.775183473545425
2005-08-16,13.52,13.775188501930089
2005-08-17,13.3,12.855985084758426
2005-08-18,13.42,12.117616352507667
2005-08-19,13.42,11.508134614314933
2005-08-22,13.42,11.397226843512245
2005-08-23,13.34,11.449952162539354
2005-08-24,14.17,12.204584695957488
2005-08-25,13.73,11.651244477386111
2005-08-26,13.72,11.406487819402644
2005-08-30,13.65,11.515698862252249
2005-08-31,12.6,10.834306383925766
2005-09-01,13.15,11.303233203408853
2005-09-02,13.57,11.40697608134267
2005-09-06,12.93,11.41586376550757
2005-09-07,12.52,11.204443918518226
2005-09-08,12.93,10.831635487013754
2005-09-09,11.98,10.463707226027738
2005-09-12,11.65,11.835722267706908
2005-09-13,12.39,13.127027340613298
2005-09-14,12.91,13.60021225712974
2005-09-15,12.49,14.063047777543721
2005-09-16,11.22,10.308824985071062
2005-09-19,12.14,10.817752535294943
2005-09-20,12.64,11.342039959531744
2005-09-21,13.79,12.317956564731524
2005-09-22,13.33,11.890535893397576
2005-09-23,12.96,11.435302916342447
2005-09-26,13.04,11.387846390153111
2005-09-27,12.76,11.249344571268098
2005-09-28,12.63,11.104312887352437
2005-09-29,12.24,10.652416791206164
2005-09-30,11.92,10.449746486555236
2005-10-03,12.46,10.840798411177884
2005-10-04,13.2,11.893656778081278
2005-10-05,14.55,13.516461424886527
2005-10-06,14.96,13.971456103981659
2005-10-07,14.59,13.334751336425482
2005-10-10,15.55,14.65306583613864
2005-10-11,15.63,14.740751345323938
2005-10-12,16.22,14.52863564661879
2005-10-13,16.47,14.49948484506988
2005-10-14,14.87,12.624218316993522
2005-10-17,14.67,13.767570013142322
2005-10-18,15.33,14.333114623476387
2005-10-19,13.5,13.311841504984937
2005-10-20,16.11,13.395712644205387
2005-10-21,16.13,14.26611281312378
2005-10-24,14.74,12.880956095665866
2005-10-25,14.53,12.599905694675165
2005-10-26,14.59,12.885310920556797
2005-10-27,16.02,14.293622197317548
2005-10-28,14.25,12.661267410086074
2005-10-31,15.32,13.002219513280641
2005-11-01,14.85,12.892957201386555
2005-11-02,13.48,11.922413978976849
2005-11-03,13.0,11.376822695769665
2005-11-04,13.17,11.427529986039616
2005-11-07,13.1,11.791281024503627
2005-11-08,13.08,11.686023204104663
2005-11-09,12.8,11.559961419836872
2005-11-10,11.9,10.895372239840817
2005-11-11,11.63,10.44276282953632
2005-11-14,12.18,12.418258054356262
2005-11-15,12.23,12.027085025830143
2005-11-16,12.26,12.007771836245809
2005-11-17,11.25,11.345394454934018
2005-11-18,11.12,9.821664641585485
2005-11-21,10.82,15.186516542140623
2005-11-22,10.6,8.681976936334626
2005-11-23,10.96,9.002230426938317
2005-11-25,10.88,8.832823069666027
2005-11-28,11.84,13.644035488317
2005-11-29,11.89,12.557380596190512
2005-11-30,12.06,21.792164122408607
2005-12-01,11.24,12.71709828373557
2005-12-02,11.01,16.658321849754838
2005-12-05,11.6,18.366657480506067
2005-12-06,11.52,18.891071405620778
2005-12-07,12.18,19.86104640154255
2005-12-08,12.21,20.694397219742427
2005-12-09,11.69,30.000127293228406
2005-12-16,10.68,10.41514896009278
2005-12-19,11.38,10.557152923750715
2005-12-20,11.19,10.371904789581208
2005-12-21,10.81,10.01358408329686
2005-12-22,10.29,9.46553606940055
2005-12-23,10.27,9.462487569764527
2005-12-28,11.35,10.090031759755856
2005-12-29,11.61,10.210861779476016
2005-12-30,12.07,10.339827613431876
2006-01-03,11.14,10.05085926274545
2006-01-04,11.37,10.377830830790193
2006-01-05,11.31,10.304139169875153
2006-01-06,11.0,9.632550207631834
2006-01-09,11.13,10.074855554152345
2006-01-10,10.86,9.491465947124127
2006-01-11,10.94,9.397874279712234
2006-01-12,11.2,9.299239017318387
2006-01-13,11.23,8.815263077885081
2006-01-17,11.91,11.324607792369385
2006-01-18,12.25,11.84029052010889
2006-01-19,11.98,11.756351239593265
2006-01-20,14.56,13.036410901485636
2006-01-23,13.93,12.309682796159604
2006-01-24,13.31,11.722906371740164
2006-01-25,12.87,11.356096683214856
2006-01-26,12.42,10.847736654492056
2006-01-27,11.97,10.387852909704861
2006-01-30,12.39,10.989370640065628
2006-01-31,12.95,11.560525961253527
2006-02-01,12.36,10.967226958618852
2006-02-02,13.23,11.764268615244696
2006-02-03,12.96,11.303857649499776
2006-02-06,13.04,11.024811902857866
2006-02-07,13.59,11.315934820592531
2006-02-08,12.83,10.282240540826736
2006-02-09,13.12,10.437843763361359
2006-02-10,12.87,9.695560239116297
2006-02-13,13.35,10.879375408489537
2006-02-14,12.25,10.795048047946166
2006-02-15,12.31,10.640253705860028
2006-02-16,11.48,11.67452677482087
2006-02-17,12.01,10.556014720864033
2006-02-21,12.41,11.024927516609067
2006-02-22,11.88,10.432662618672392
2006-02-23,11.87,10.479318546700148
2006-02-24,11.46,10.044494016328917
2006-02-27,11.59,10.305005251445802
2006-02-28,12.34,11.162922740000948
2006-03-01,11.54,10.161747556453072
2006-03-02,11.72,10.40656773491605
2006-03-03,11.96,10.729175042551427
2006-03-06,12.74,11.88693261217674
2006-03-07,12.66,11.676147075524458
2006-03-08,12.32,10.928684240545198
2006-03-09,12.68,11.324629677605428
2006-03-10,11.85,10.27875455835766
2006-03-13,11.37,11.009077350703924
2006-03-14,10.74,10.720485946349159
2006-03-15,11.35,10.915978889313033
2006-03-16,11.98,9.588169851835222
2006-03-17,12.12,10.900477819163035
2006-03-20,11.79,10.82207126494437
2006-03-21,11.62,10.724864573535367
2006-03-22,11.21,10.292343864401504
2006-03-23,11.17,10.35656197708294
2006-03-24,11.19,10.158942600899291
2006-03-27,11.46,10.50758625937194
2006-03-28,11.58,10.509441633605352
2006-03-29,10.95,9.942852135169574
2006-03-30,11.57,10.599128586017832
2006-03-31,11.39,10.981911081224762
2006-04-03,11.57,10.786162189305319
2006-04-04,11.14,10.356305970374711
2006-04-05,11.13,10.380232945798157
2006-04-06,11.45,10.620311909898035
2006-04-07,12.26,11.200319847133692
2006-04-10,12.19,11.390750570407548
2006-04-11,13.0,12.03770670006213
2006-04-12,12.76,11.338543185409737
2006-04-13,12.38,10.714231954251808
2006-04-18,11.4,12.51624826090243
2006-04-19,11.32,11.779528285829615
2006-04-20,11.64,11.826159283045595
2006-04-21,11.59,10.487700555517703
2006-04-24,11.75,10.408481526068734
2006-04-25,11.75,10.37302346300278
2006-04-26,11.76,10.384277132297065
2006-04-27,11.84,10.36418689849691
2006-04-28,11.59,10.255006714009248
2006-05-02,11.99,10.575209186813275
2006-05-03,11.99,10.573657868119696
2006-05-04,11.86,10.242369317928352
2006-05-05,11.62,9.885502877793803
2006-05-08,12.0,10.59071722198568
2006-05-09,11.99,10.598210826367309
2006-05-10,11.78,10.27221523256471
2006-05-11,12.49,10.811713352452491
2006-05-12,14.19,13.01841819937494
2006-05-15,13.57,13.00354700508948
2006-05-16,13.35,12.517163817387031
2006-05-17,16.26,15.385806004756056
2006-05-18,16.99,12.583783822422257
2006-05-19,17.18,14.67415477023846
2006-05-22,17.72,15.81040190861121
2006-05-23,18.26,16.517675977716344
2006-05-24,17.36,15.283899134565655
2006-05-25,15.5,13.455252244465946
2006-05-26,14.26,12.373382000845593
2006-05-30,18.66,17.2796540672282
2006-05-31,16.44,14.52339441511443
2006-06-01,14.52,12.563935962473446
2006-06-02,14.32,12.169233944988244
2006-06-05,16.65,15.544296425718246
2006-06-06,17.34,15.763243494096018
2006-06-07,17.8,15.707378171462347
2006-06-08,18.35,15.879770109463548
2006-06-09,18.12,15.452736456056323
2006-06-12,20.96,19.18421199647338
2006-06-13,23.81,20.36093562762466
2006-06-14,21.46,12.385057338136633
2006-06-15,15.9,12.341135812204856
2006-06-16,17.25,14.967309368240835
2006-06-19,17.83,15.729152638607562
2006-06-20,16.69,14.783243769448756
2006-06-21,15.52,13.767918052065212
2006-06-22,15.88,14.12062999337519
2006-06-23,15.89,14.352854725433312
2006-06-26,15.62,13.98557908442065
2006-06-27,16.4,14.944296683319847
2006-06-28,15.79,14.273265160121653
2006-06-29,13.03,11.487562397680824
2006-06-30,13.08,11.807211277478178
2006-07-03,13.05,11.448620488765854
2006-07-05,14.15,12.284738207254561
2006-07-06,13.65,11.914981665260955
2006-07-07,13.97,11.991679033607635
2006-07-10,14.02,12.19576360577555
2006-07-11,13.14,11.41816561180235
2006-07-12,14.49,13.49330471760585
2006-07-13,17.79,18.18337769926142
2006-07-14,18.05,16.825212776696493
2006-07-17,18.64,18.497431148902045
2006-07-18,17.74,18.813409842428506
2006-07-19,15.55,13.022979093314612
2006-07-20,16.21,11.477435164036429
2006-07-21,17.4,15.891978547779074
2006-07-24,14.98,13.559957536828298
2006-07-25,14.85,13.21527104003096
2006-07-26,14.62,13.101670309783394
2006-07-27,14.94,13.370737137478676
2006-07-28,14.33,12.658295131726685
2006-07-31,14.95,13.364197748967532
2006-08-01,15.05,13.269029283252845
2006-08-02,14.34,12.736172794384565
2006-08-03,14.46,12.981434758323044
2006-08-04,14.34,12.480342185859246
2006-08-07,15.23,13.697006719104449
2006-08-08,15.23,13.296371004188467
2006-08-09,15.2,12.825976418423918
2006-08-10,14.46,12.21264880795345
2006-08-11,14.3,11.757754904206722
2006-08-14,14.26,12.90526929519435
2006-08-15,13.42,12.416282290245857
2006-08-16,12.41,10.538407402780562
2006-08-17,12.24,14.622958857889627
2006-08-18,11.64,10.40442124508275
2006-08-21,12.22,10.714016743572177
2006-08-22,12.19,10.713180846511387
2006-08-23,12.4,10.812253517503507
2006-08-24,12.4,10.81016277605356
2006-08-25,12.31,10.49864740244852
2006-08-29,12.28,10.2968759967988
2006-08-30,12.22,10.316251887683505
2006-08-31,12.31,10.446542311778584
2006-09-01,11.96,9.919814562174672
2006-09-05,12.63,10.661496030101912
2006-09-06,13.74,11.493733645776778
2006-09-07,13.88,11.072623881575566
2006-09-08,13.16,9.993050075315642
2006-09-11,12.99,10.847907106226797
2006-09-12,11.92,10.719528191327111
2006-09-13,11.18,11.296099103426203
2006-09-14,11.55,12.532482958598154
2006-09-15,11.76,10.832845295578718
2006-09-18,11.78,10.754299111733904
2006-09-19,11.98,10.996964947621688
2006-09-20,11.39,10.463678249393931
2006-09-21,12.25,11.283692438098715
2006-09-22,12.59,11.549809658354105
2006-09-25,12.12,10.825292231331007
2006-09-26,11.53,10.162497537116439
2006-09-27,11.58,10.274206541522334
2006-09-28,11.72,10.278103567970973
2006-09-29,11.98,10.531549763331274
2006-10-02,12.57,10.710589550867365
2006-10-03,12.24,10.327440981677755
2006-10-04,11.86,10.226660451222852
2006-10-05,11.98,10.394343421328612
2006-10-06,11.56,9.635020254739565
2006-10-09,11.68,9.84810360078137
2006-10-10,11.52,9.336622933725256
2006-10-11,11.62,9.563617901344827
2006-10-12,11.09,9.275599595962285
2006-10-13,10.75,8.509797193239852
2006-10-16,11.09,10.197828105321918
2006-10-17,11.73,11.035690723646931
2006-10-18,11.34,9.847083245606441
2006-10-19,10.9,5.886342080929994
2006-10-20,10.63,9.674173444364406
2006-10-23,11.08,10.051832881370384
2006-10-24,10.78,9.752856865227592
2006-10-25,10.66,9.63841425069431
2006-10-26,10.56,9.586902138367865
2006-10-27,10.8,9.804060864772653
2006-10-30,11.2,10.074701526830717
2006-10-31,11.1,9.854568675470048
2006-11-01,11.51,10.256697751646927
2006-11-02,11.42,9.989985323612364
2006-11-03,11.16,9.470473133608433
2006-11-06,11.16,9.696066452977291
2006-11-07,11.09,9.969322310548609
2006-11-08,10.75,9.317605694207474
2006-11-09,11.01,9.369350897008683
2006-11-10,10.79,8.694412396259773
2006-11-13,10.86,9.892708304476368
2006-11-14,10.5,9.869390157664307
2006-11-15,10.31,9.772987598654826
2006-11-16,10.16,9.209583229711384
2006-11-17,10.05,9.138596705488213
2006-11-20,9.97,9.089830960454872
2006-11-21,9.9,8.842505232870407
2006-11-22,10.14,8.892323333058979
2006-11-24,10.73,9.364947110266659
2006-11-27,12.3,10.954246325408322
2006-11-28,11.62,10.116345240066774
2006-11-29,10.83,9.369130956835187
2006-11-30,10.91,9.467895399090246
2006-12-01,11.66,10.054187658741684
2006-12-04,11.23,9.949394541420997
2006-12-05,11.27,9.784462851985099
2006-12-06,11.33,9.88756774834225
2006-12-07,12.67,10.985682512560512
2006-12-08,12.07,9.698389521088323
2006-12-11,10.71,10.17943153143468
2006-12-12,10.65,9.826780571145498
2006-12-13,10.18,8.632638247529334
2006-12-14,9.97,9.67811873660093
2006-12-15,10.05,9.650429320966031
2006-12-18,10.6,9.749299497228183
2006-12-19,10.3,9.418892886613298
2006-12-20,10.26,9.34694146718039
2006-12-21,10.53,9.504991433159644
2006-12-22,11.36,10.250013051974143
2006-12-27,10.64,9.088177589893046
2006-12-28,10.99,9.327044841016635
2006-12-29,11.56,9.868822831503536
2007-01-03,12.04,10.252638501279819
2007-01-04,11.51,9.607721265581807
2007-01-05,12.14,10.665838638000444
2007-01-08,12.0,10.534756339166607
2007-01-09,11.91,10.59163157968133
2007-01-10,11.47,9.603289372852203
2007-01-11,10.87,9.222075514699528
2007-01-12,10.15,8.144408094194274
2007-01-16,10.74,10.446763992932778
2007-01-17,10.59,11.012328756822342
2007-01-18,10.85,13.567270688721727
2007-01-19,10.4,9.41930766133439
2007-01-22,10.77,9.714773460506155
2007-01-23,10.34,9.23335915929992
2007-01-24,9.89,8.744090548187646
2007-01-25,11.22,10.145424481769576
2007-01-26,11.13,9.90118351706048
2007-01-29,11.45,10.322822021846038
2007-01-30,10.96,9.858623211970615
2007-01-31,10.42,9.194601394963897
2007-02-01,10.31,9.105708566507458
2007-02-02,10.08,8.705472988900862
2007-02-05,10.55,9.27459027497352
2007-02-06,10.65,8.942583176412185
2007-02-07,10.32,8.58540428341692
2007-02-08,10.44,8.56799993130563
2007-02-09,11.1,9.382958718308384
2007-02-12,11.61,11.223285005565659
2007-02-13,10.34,9.196228171825025
2007-02-14,10.23,9.266316107506759
2007-02-15,10.22,7.717869677774121
2007-02-16,10.02,9.129184630511359
2007-02-20,10.24,9.20906772966416
2007-02-21,10.2,9.222943733313926
2007-02-22,10.18,9.25273036852369
2007-02-23,10.58,9.453063011085588
2007-02-26,11.15,10.114453741297398
2007-02-27,18.31,17.770367099828984
2007-02-28,15.42,14.841576668775499
2007-03-01,15.82,15.181460478119272
2007-03-02,18.61,18.358911711310988
2007-03-05,19.63,19.62946343634008
2007-03-06,15.96,14.852572144658602
2007-03-07,15.24,14.399742119777237
2007-03-08,14.29,13.629210794832552
2007-03-09,14.09,12.976023543654042
2007-03-12,13.99,13.349768783703075
2007-03-13,18.13,15.558665974421496
2007-03-14,17.27,13.484291827274008
2007-03-15,16.43,11.845468901780688
2007-03-16,16.79,14.612858973578561
2007-03-19,14.59,13.140765312476699
2007-03-20,13.27,11.931910847425065
2007-03-21,12.19,10.871043419762728
2007-03-22,12.93,11.53376078414275
2007-03-23,12.95,11.504841568643783
2007-03-26,13.16,11.698025100086987
2007-03-27,13.48,12.018678721776007
2007-03-28,14.98,13.475115177941206
2007-03-29,15.14,13.509132858275038
2007-03-30,14.64,13.002660085709294
2007-04-02,14.53,12.733371169373209
2007-04-03,13.46,11.370203835556818
2007-04-04,13.24,10.73452039552099
2007-04-05,13.23,10.499175220822709
2007-04-10,12.68,10.369713477372617
2007-04-11,13.49,10.92627677728251
2007-04-12,12.71,9.970595901967833
2007-04-13,12.2,9.361529521091004
2007-04-16,11.98,9.755084679041264
2007-04-17,12.14,10.277253063322068
2007-04-18,12.42,9.980629611534606
2007-04-19,12.54,10.157571511244253
2007-04-20,12.07,10.856014493417343
2007-04-23,13.04,11.833243524669374
2007-04-24,13.12,11.814911744109807
2007-04-25,13.21,12.015144732813917
2007-04-26,12.79,11.505135151083858
2007-04-27,12.45,11.052148655762343
2007-04-30,14.22,13.207444822137218
2007-05-01,13.51,12.163799034162516
2007-05-02,13.08,11.656002224460133
2007-05-03,13.09,11.664125002387472
2007-05-04,12.91,11.280316479477447
2007-05-08,13.21,12.17093107913641
2007-05-09,12.88,11.710038148641141
2007-05-10,13.6,12.466630150673804
2007-05-11,12.95,11.314696174099074
2007-05-14,13.96,13.960919766453253
2007-05-15,14.01,13.175348951550628
2007-05-16,13.5,12.583029797174577
2007-05-17,13.51,14.761172957637173
2007-05-18,12.76,11.523607754261606
2007-05-21,13.3,11.939649200034248
2007-05-22,13.06,11.73157904715565
2007-05-23,13.24,11.985289614369398
2007-05-24,14.08,12.789619225589574
2007-05-25,13.34,11.81481646685541
2007-05-29,13.53,12.0436912738296
2007-05-30,12.83,11.296122500002085
2007-05-31,13.05,11.441630334522047
2007-06-01,12.78,10.993502526233664
2007-06-04,13.29,11.800438193801083
2007-06-05,13.63,12.10404830432773
2007-06-06,14.87,13.81988578857086
2007-06-07,17.06,16.422746646591662
2007-06-08,14.84,13.15959478332805
2007-06-11,14.71,14.591317899865949
2007-06-12,16.67,17.107377422763083
2007-06-13,14.73,15.418936438253988
2007-06-14,13.64,14.188459501164669
2007-06-15,13.94,12.982604696898198
2007-06-18,13.42,12.563102496904063
2007-06-19,12.85,11.973798491652076
2007-06-20,14.67,13.666981200691128
2007-06-21,14.21,13.222628157261981
2007-06-22,15.75,14.621199903023625
2007-06-25,16.65,15.331374643283539
2007-06-26,18.89,17.42464116331264
2007-06-27,15.53,14.187697170247732
2007-06-28,15.54,14.131506322506008
2007-06-29,16.23,14.667196401771477
2007-07-02,15.4,13.611903284646875
2007-07-03,14.92,12.791482857386352
2007-07-05,15.48,13.296812035747113
2007-07-06,14.72,12.21393740630331
2007-07-09,15.16,12.98333560441193
2007-07-10,17.57,16.138264559765727
2007-07-11,16.64,15.111771790536691
2007-07-12,15.54,13.58100442076087
2007-07-13,15.15,12.651063376714813
2007-07-16,15.59,14.299669643591553
2007-07-17,15.63,13.754522426153232
2007-07-18,16.0,14.832955060958925
2007-07-19,15.23,15.522427714020623
2007-07-20,16.95,15.623978256955123
2007-07-23,16.81,15.309763560987111
2007-07-24,18.55,16.90424953641604
2007-07-25,18.1,16.633898177020466
2007-07-26,20.74,19.145173255384343
2007-07-27,24.17,22.360483385581496
2007-07-30,20.87,19.34449004904725
2007-07-31,23.52,21.538903593809394
2007-08-01,23.67,20.972491748541724
2007-08-02,21.22,18.579108525043
2007-08-03,25.16,22.168414521895805
2007-08-06,22.94,20.096705418206938
2007-08-07,21.56,19.27856469041863
2007-08-08,21.45,19.018757549757957
2007-08-09,26.48,24.573277587009706
2007-08-10,28.3,24.6363074801983
2007-08-13,26.57,23.532832059555954
2007-08-14,27.68,24.002575778984845
2007-08-15,30.67,26.5914305545438
2007-08-16,30.83,27.61356133662145
2007-08-17,29.99,23.592703730792984
2007-08-20,26.33,22.199706685705824
2007-08-21,25.25,21.588640626813238
2007-08-22,22.89,19.776425081501255
2007-08-23,22.62,19.498696750039578
2007-08-24,20.72,17.72843770452574
2007-08-28,26.3,22.079432194291105
2007-08-29,23.81,20.221212327815273
2007-08-30,25.06,21.2090358424857
2007-08-31,23.38,20.257539152904723
2007-09-04,22.78,19.58405878277256
2007-09-05,24.58,20.80277648438267
2007-09-06,23.99,20.13043377251933
2007-09-07,26.23,21.637168468192986
2007-09-10,27.38,22.852188386114385
2007-09-11,25.27,21.138986438909974
2007-09-12,24.96,20.921100668771064
2007-09-13,24.76,21.385288483769692
2007-09-14,24.92,20.837392206873815
2007-09-17,26.48,24.853791938978397
2007-09-18,20.35,18.304556504700177
2007-09-19,20.03,17.14626862414644
2007-09-20,20.45,17.094271544261048
2007-09-21,19.0,16.769396619520126
2007-09-24,19.37,16.891696426143792
2007-09-25,18.6,16.498742364257847
2007-09-26,17.63,15.684346458967038
2007-09-27,17.0,15.241295414667064
2007-09-28,18.0,16.052212563352096
2007-10-01,17.84,15.315177078061007
2007-10-02,18.49,15.669733240060635
2007-10-03,18.8,15.679036068900478
2007-10-04,18.44,15.559969325653533
2007-10-05,16.91,14.077893467936708
2007-10-08,17.46,14.96303407439033
2007-10-09,16.12,13.835453627938655
2007-10-10,16.67,14.290136580593202
2007-10-11,18.88,16.61473222579429
2007-10-12,17.73,14.399053893269272
2007-10-15,19.25,17.687021021570022
2007-10-16,20.02,18.601610029083872
2007-10-17,18.54,17.118803063885206
2007-10-18,18.5,17.433349206810878
2007-10-19,22.96,20.130120997025777
2007-10-22,21.64,19.039704524070252
2007-10-23,20.41,17.96832470004096
2007-10-24,20.8,18.52207323872629
2007-10-25,21.17,18.825046903859814
2007-10-26,19.56,17.388905155152777
2007-10-29,19.87,17.69889142959128
2007-10-30,21.07,18.967715727840485
2007-10-31,18.53,16.55235345595994
2007-11-01,23.21,20.505488132987473
2007-11-02,23.01,19.406172919866435
2007-11-05,24.31,20.761176080045697
2007-11-06,21.39,18.462442936176856
2007-11-07,26.49,23.318632493051766
2007-11-08,26.16,21.95968888784533
2007-11-09,28.5,23.141794898553197
2007-11-12,31.09,26.38884931294428
2007-11-13,24.1,23.428606596872818
2007-11-14,25.94,24.038422726093906
2007-11-15,28.06,21.860661669553394
2007-11-16,25.49,22.139755784777623
2007-11-19,26.01,22.8544341006493
2007-11-20,24.88,22.009409117806964
2007-11-21,26.84,23.53799422377844
2007-11-23,25.61,22.802502352306785
2007-11-26,28.91,25.255012959238066
2007-11-27,26.28,23.417167493766183
2007-11-28,24.11,21.67008119520403
2007-11-29,23.97,21.532791813863437
2007-11-30,22.87,20.57652160673328
2007-12-03,23.61,20.982070198143465
2007-12-04,23.79,21.298048866747838
2007-12-05,22.53,20.257753423070486
2007-12-06,20.96,19.16720215404315
2007-12-07,20.85,19.095092250302
2007-12-10,20.74,19.330228042194854
2007-12-11,23.59,21.61709898972031
2007-12-12,22.47,20.737731199020324
2007-12-13,22.56,20.141416085529414
2007-12-14,23.27,20.491701864203222
2007-12-17,24.52,23.53134667242769
2007-12-18,22.64,21.66952188073332
2007-12-19,21.68,20.274645875785545
2007-12-20,20.58,21.147059796786795
2007-12-21,18.47,16.548029858737287
2007-12-24,18.6,16.303438128516497
2007-12-27,20.26,17.493639401067874
