Date,SPX,VIX,PUT90,PUT75,PUT60,PUT50,PUT40,PUT25,PUT10,ATM,CALL10,CALL25,CALL40,CALL50,CALL60,CALL75,CALL90
3/24/2005,1171.42,13.42,13.0809,10.95438,11.22188,11.39681,11.92419,12.71119,13.45219,11.4511,10.68181,10.956,11.2235,11.39831,11.929,12.71569,13.45638
3/28/2005,1174.28,13.75,13.0991,11.37831,11.67388,11.86681,12.43381,13.28069,14.07669,11.914,11.0775,11.38088,11.67638,11.86919,12.44119,13.28763,14.08331
3/29/2005,1165.36,14.49,13.5879,12.03219,12.25213,12.3965,12.91631,13.69813,14.43769,12.4831,11.80763,12.03163,12.25163,12.396,12.91438,13.69631,14.43588
3/30/2005,1181.41,13.64,12.9393,11.14019,11.35663,11.49863,11.92863,12.576,13.19163,11.5492,10.92038,11.14113,11.3575,11.4995,11.93131,12.5785,13.19413
3/31/2005,1180.59,14.02,13.0082,11.42513,11.71219,11.89988,12.29231,12.88181,13.4455,11.9423,11.13238,11.427,11.71413,11.90169,12.29631,12.88569,13.44919
4/1/2005,1172.92,14.09,13.3298,11.59338,11.88213,12.07081,12.62163,13.4425,14.21613,12.1613,11.29681,11.59288,11.88163,12.07031,12.62019,13.44119,14.21488
4/4/2005,1176.12,14.11,13.3746,11.49119,11.81069,12.019,12.3615,12.87363,13.36613,12.0643,11.16413,11.49269,11.81213,12.02038,12.36388,12.87588,13.36831
4/5/2005,1181.39,13.68,12.9675,11.20438,11.44119,11.59638,11.93481,12.44488,12.935,11.637,10.96369,11.20563,11.44238,11.5975,11.93731,12.44738,12.93738
4/6/2005,1184.07,13.15,12.722,10.89938,11.25713,11.48938,11.94381,12.61369,13.24981,11.6078,10.52788,10.89663,11.25331,11.48488,11.93481,12.60519,13.24169
4/7/2005,1191.14,12.33,12.3224,10.42163,10.74031,10.94763,11.32663,11.88863,12.42519,11.0174,10.09238,10.421,10.7395,10.94669,11.325,11.88713,12.42369
4/8/2005,1181.2,12.62,12.435,10.7,11.02688,11.23963,11.64138,12.24163,12.81369,11.2593,10.36769,10.70488,11.03169,11.24431,11.6505,12.25019,12.82188
4/11/2005,1181.21,11.98,12.5205,10.78081,11.10931,11.32313,11.74,12.36188,12.954,11.3565,10.44563,10.78431,11.11281,11.3265,11.74681,12.36838,12.96019
4/12/2005,1187.76,11.3,12.1001,10.25531,10.60138,10.826,11.26838,11.92631,12.54981,10.841,9.903313,10.26131,10.60719,10.83169,11.27988,11.93719,12.56019
4/13/2005,1173.79,13.31,12.9426,11.27819,11.625,11.8505,12.35338,13.10638,13.81838,11.8658,10.927,11.2845,11.63113,11.8565,12.36731,13.11938,13.83069
4/14/2005,1162.05,14.53,13.7844,12.22738,12.67338,12.96231,13.3385,13.9075,14.45419,12.8249,11.81331,12.27431,12.71869,13.007,13.39838,13.96513,14.50963
4/15/2005,1142.62,17.74,15.2565,14.14,14.68463,15.03663,15.60588,16.45738,17.267,15.0729,13.58281,14.14881,14.693,15.04488,15.61969,16.4705,17.2795
4/18/2005,1145.98,16.56,14.7987,13.57669,14.10669,14.44931,15.009,15.84519,16.63931,14.479,13.03488,13.58613,14.11581,14.45813,15.024,15.85931,16.65281
4/19/2005,1152.78,14.96,13.6436,12.18938,12.69169,13.01588,13.5535,14.34963,15.10381,13.0758,11.66988,12.19369,12.69588,13.01988,13.56038,14.35613,15.10988
4/20/2005,1137.5,16.92,14.8694,13.77063,14.32881,14.68919,15.3935,16.4435,17.4305,14.747,13.19588,13.77738,14.33531,14.69563,15.40638,16.45569,17.44188
4/21/2005,1159.95,14.41,13.2957,11.45738,11.96763,12.296,13.01919,14.08219,15.07031,12.3464,10.93013,11.46381,11.97369,12.30188,13.03288,14.09481,15.08213
4/22/2005,1152.12,15.38,13.6934,12.21481,12.81631,13.20213,13.94638,15.03269,16.04569,13.3606,11.5785,12.21138,12.813,13.19888,13.94,15.02688,16.04019
4/25/2005,1162.1,14.62,13.285,11.53569,12.10881,12.47631,13.19631,14.25169,15.23419,12.5311,10.94013,11.54288,12.11569,12.48288,13.20969,14.26413,15.24581
4/26/2005,1151.74,14.91,13.5086,11.98981,12.53863,12.8915,13.51988,14.448,15.31988,12.9295,11.42363,11.99831,12.54669,12.89931,13.53431,14.4615,15.33269
4/27/2005,1156.38,14.87,13.4332,11.80263,12.37338,12.73969,13.36619,14.2905,15.15863,12.7631,11.21513,11.81431,12.3845,12.7505,13.38519,14.30831,15.17538
4/28/2005,1143.22,16.86,14.6405,13.68738,14.32563,14.73569,15.34719,16.2565,17.11763,14.7446,13.03738,13.70588,14.34331,14.75288,15.37381,16.28162,17.1415
4/29/2005,1156.85,15.31,13.9533,12.353,12.94069,13.31813,13.98238,14.96113,15.87969,13.3857,11.74231,12.359,12.94638,13.32369,13.9925,14.97063,15.88863
5/2/2005,1162.16,15.12,13.7317,12.01063,12.62163,13.013,13.70731,14.72731,15.68113,13.0668,11.3755,12.01881,12.62938,13.0205,13.72113,14.74013,15.69313
5/3/2005,1161.17,14.53,13.5728,11.61019,12.19613,12.57163,13.32681,14.42188,15.4395,12.7618,10.98988,11.606,12.19088,12.56581,13.3145,14.41063,15.429
5/4/2005,1175.65,13.85,12.7844,10.92013,11.47631,11.8325,12.4915,13.45913,14.36169,11.8478,10.34763,10.93288,11.4885,11.84438,12.51413,13.48013,14.38138
5/5/2005,1172.63,13.98,12.6322,10.86938,11.447,11.8165,12.539,13.59063,14.5665,11.8903,10.26481,10.87469,11.45213,11.82131,12.54869,13.59963,14.57488
5/6/2005,1171.35,14.05,12.7911,11.07931,11.65988,12.03131,12.71369,13.71388,14.646,12.0542,10.47913,11.09113,11.67113,12.04219,12.73431,13.733,14.66388
5/9/2005,1178.84,13.75,12.3833,10.75313,11.28663,11.62869,12.36538,13.44688,14.44763,11.6329,10.20738,10.768,11.30069,11.64238,12.396,13.475,14.47381
5/10/2005,1166.22,14.91,13.2941,11.85419,12.46469,12.85563,13.57763,14.64019,15.63069,12.8771,11.22481,11.86769,12.4775,12.868,13.60131,14.66219,15.65131
5/11/2005,1171.11,14.45,13.1957,11.54481,12.12419,12.4955,13.08188,13.94281,14.75363,12.5476,10.94238,11.552,12.131,12.50219,13.09263,13.95288,14.76313
5/12/2005,1159.36,16.12,14.5282,13.06438,13.70931,14.12288,14.76938,15.72613,16.62788,14.1485,12.401,13.07869,13.72288,14.13613,14.79081,15.74619,16.64681
5/13/2005,1154.05,16.32,14.8069,13.33,13.90688,14.2785,14.90319,15.82688,16.6995,14.3904,12.72719,13.33013,13.907,14.27863,14.90338,15.827,16.69963
5/16/2005,1165.69,15.68,14.0039,12.128,12.79931,13.22788,13.93969,14.98131,15.95513,13.2998,11.42488,12.13519,12.80613,13.2345,13.95088,14.99181,15.96488
5/17/2005,1173.8,14.57,13.4249,11.27063,11.96331,12.40363,13.17863,14.30231,15.344,12.4907,10.53881,11.2765,11.96881,12.40888,13.18819,14.31119,15.35231
5/18/2005,1185.56,13.63,12.4109,10.2885,10.91319,11.3105,12.06669,13.1585,14.16638,11.386,9.629625,10.29438,10.91881,11.31588,12.07719,13.16819,14.17538
5/19/2005,1191.08,13.32,11.9887,9.842,10.436,10.81388,11.62331,12.78781,13.85469,10.8603,9.218875,9.8505,10.44413,10.82169,11.64038,12.80331,13.869
5/20/2005,1189.28,13.14,11.9257,9.7295,10.3,10.66331,11.5245,12.75838,13.88313,10.7199,9.131313,9.736875,10.30688,10.67,11.54069,12.77313,13.89663
5/23/2005,1193.86,12.95,11.647,9.577875,10.06931,10.38388,11.25938,12.50881,13.64419,10.4874,9.062688,9.580625,10.07181,10.38637,11.2665,12.51519,13.65013
5/24/2005,1194.07,12.69,11.5711,9.561625,10.04519,10.35512,11.14231,12.27931,13.3195,10.3753,9.0615,9.570375,10.05363,10.36319,11.1635,12.2985,13.33719
5/25/2005,1190.01,12.58,11.7171,9.553125,10.0015,10.28962,11.01181,12.05463,13.01413,10.3686,9.085813,9.556188,10.0045,10.2925,11.01919,12.06131,13.02031
5/26/2005,1197.63,12.24,11.4545,9.3195,9.710188,9.962188,10.68619,11.73513,12.69769,9.9927,8.917688,9.325313,9.715875,9.967688,10.70238,11.74988,12.71131
5/27/2005,1198.78,12.15,11.5424,9.278313,9.677375,9.934625,10.711,11.82738,12.84719,10.0028,8.865125,9.282,9.680875,9.938,10.7215,11.83688,12.856
5/31/2005,1191.5,13.29,12.2456,10.22369,10.67938,10.97269,11.71,12.76969,13.748,11.1757,9.745125,10.22019,10.67431,10.96663,11.69413,12.75513,13.7345
6/1/2005,1202.27,12.36,11.7387,9.745875,10.07013,10.2805,11.012,12.08181,13.06419,10.2921,9.417313,9.752375,10.07631,10.28663,11.034,12.10181,13.08269
6/2/2005,1204.29,11.84,11.5181,9.335813,9.634313,9.828313,10.5635,11.62613,12.59938,9.908,9.029313,9.337625,9.636125,9.830125,10.57038,11.63238,12.60519
6/3/2005,1196.02,12.15,11.8413,9.793813,10.05438,10.22438,10.91119,11.90863,12.82869,10.351,9.525813,9.793313,10.05369,10.22363,10.90781,11.9055,12.82581
6/6/2005,1197.51,12.28,11.9523,9.816875,10.14881,10.36419,11.01481,11.96669,12.84819,10.4206,9.476688,9.820125,10.15188,10.36719,11.02419,11.97538,12.85631
6/7/2005,1197.26,12.39,11.9707,10.06738,10.44119,10.68313,11.35219,12.32688,13.23,10.7838,9.679813,10.068,10.44181,10.68381,11.354,12.32863,13.2315
6/8/2005,1194.67,12.7,12.147,10.34819,10.7435,10.99919,11.63188,12.55769,13.41988,11.0898,9.9385,10.3495,10.74481,11.00038,11.63488,12.5605,13.4225
6/9/2005,1200.93,12.08,11.9095,9.932875,10.3255,10.57913,11.1265,11.93069,12.68413,10.6305,9.528313,9.936875,10.32931,10.58281,11.13469,11.93838,12.69131
6/10/2005,1198.11,11.96,12.0073,9.915188,10.28069,10.51731,11.086,11.92238,12.70381,10.5627,9.540125,9.919375,10.28481,10.52131,11.09581,11.9315,12.71238
6/13/2005,1200.82,11.65,11.7885,9.666125,9.9755,10.1765,10.776,11.65138,12.46538,10.2755,9.3465,9.666125,9.975375,10.1765,10.776,11.65131,12.46538
6/14/2005,1203.91,11.79,11.7523,9.645,9.914875,10.09088,10.79281,11.81188,12.74969,10.1946,9.367688,9.645375,9.915375,10.09137,10.79463,11.81338,12.75119
6/15/2005,1206.58,11.46,11.5657,9.403125,9.686,9.870125,10.43512,11.26569,12.03919,9.9137,9.114625,9.406188,9.689,9.873125,10.44463,11.2745,12.04738
6/16/2005,1210.96,11.15,11.1699,9.171313,9.360313,9.484188,10.07413,10.941,11.744,9.5299,8.980188,9.173188,9.362188,9.486125,10.08331,10.94938,11.75188
6/17/2005,1216.96,11.48,11.1988,9.241688,9.438313,9.567188,10.1635,11.04519,11.8615,9.5737,9.044875,9.245688,9.442313,9.571125,10.18231,11.0625,11.87763
6/20/2005,1216.1,11.47,11.3359,9.458688,9.604813,9.700875,10.27638,11.129,11.92081,9.7313,9.312313,9.460625,9.606688,9.702813,10.28788,11.13969,11.93081
6/21/2005,1213.61,11.08,11.0149,8.857375,9.1585,9.353813,10.02919,10.99913,11.89013,9.4863,8.545375,8.856813,9.1575,9.352688,10.02519,10.99538,11.88669
6/22/2005,1213.88,11.05,10.9406,8.829688,9.109813,9.291688,10.00119,11.01719,11.94713,9.4287,8.540313,8.829188,9.109,9.290813,9.997313,11.01369,11.94388
6/23/2005,1200.73,12.13,11.7462,9.901688,10.14419,10.30269,10.917,11.82588,12.66981,10.3256,9.657188,9.905625,10.148,10.30637,10.932,11.83981,12.68269
6/24/2005,1191.57,12.18,12.0545,10.05888,10.37619,10.5825,11.13381,11.9495,12.713,10.6183,9.735813,10.06331,10.38038,10.58663,11.14519,11.96013,12.723
6/27/2005,1190.69,12.52,12.1468,10.13513,10.43869,10.63619,11.26563,12.18731,13.044,10.7401,9.822375,10.13531,10.43881,10.63638,11.266,12.18769,13.04438
6/28/2005,1201.57,11.58,11.6173,9.483313,9.755875,9.9335,10.52381,11.388,12.19113,10.0121,9.203875,9.4845,9.757125,9.934688,10.52769,11.39163,12.1945
6/29/2005,1199.85,11.77,11.7378,9.639188,9.903188,10.07537,10.68781,11.59288,12.43231,10.0853,9.373375,9.644688,9.9085,10.08063,10.707,11.61063,12.44869
6/30/2005,1191.33,12.04,12.0394,9.811875,10.121,10.322,10.91963,11.79738,12.61431,10.3852,9.495375,9.8145,10.1235,10.32438,10.927,11.80431,12.62069
7/1/2005,1194.44,11.4,11.638,9.044813,9.351125,9.549875,10.28188,11.33031,12.28963,9.6943,8.7275,9.044188,9.350188,9.548813,10.27769,11.3265,12.286
7/5/2005,1204.99,11.68,11.4941,9.498125,9.770188,9.9475,10.61281,11.58469,12.48113,10.0036,9.220813,9.500875,9.772875,9.950125,10.62319,11.59419,12.48988
7/6/2005,1194.94,12.27,12.1468,10.20931,10.59681,10.8475,11.376,12.15581,12.8885,10.8912,9.8115,10.21412,10.6015,10.852,11.38581,12.165,12.89719
7/7/2005,1197.87,12.49,12.1314,10.1595,10.56313,10.82381,11.36231,12.15113,12.89169,10.9224,9.739,10.15931,10.56288,10.82363,11.36181,12.15069,12.89131
7/8/2005,1211.86,11.45,11.3165,9.233,9.641625,9.904625,10.46169,11.272,12.02788,9.984,8.807375,9.234875,9.643375,9.906313,10.46538,11.27538,12.03113
7/11/2005,1219.44,11.28,11.3563,9.362688,9.796188,10.07481,10.6965,11.599,12.43619,10.1446,8.911875,9.366313,9.799688,10.07819,10.70419,11.60613,12.44281
7/12/2005,1222.21,10.95,11.4077,9.545813,9.886313,10.107,10.64563,11.43638,12.17588,10.165,9.195688,9.548688,9.889188,10.10969,10.6525,11.44281,12.182
7/13/2005,1223.29,10.84,11.2998,9.233625,9.595813,9.829875,10.43413,11.30831,12.1195,9.9593,8.856188,9.232688,9.594375,9.828125,10.4295,11.30388,12.1155
7/14/2005,1226.5,10.81,11.0709,8.967688,9.302188,9.518688,10.094,10.92213,11.69169,9.6917,8.619,8.964875,9.298,9.5135,10.08038,10.91038,11.6815
7/15/2005,1227.92,10.33,10.8337,8.564,8.919313,9.148625,9.738,10.59188,11.382,9.2074,8.196875,8.567375,8.922625,9.151688,9.746313,10.59963,11.38913
7/18/2005,1221.13,10.77,11.1202,8.764375,9.129688,9.365313,9.962,10.82438,11.623,9.4596,8.384125,8.765188,9.1305,9.366125,9.963875,10.82619,11.62469
7/19/2005,1229.35,10.45,10.7163,8.531125,8.761688,8.912125,9.499188,10.3545,11.14438,8.9592,8.296813,8.533688,8.764188,8.9145,9.508875,10.3635,11.15281
7/20/2005,1235.2,10.23,10.5908,8.4565,8.628688,8.741688,9.248313,9.997625,10.6945,8.7477,8.284313,8.460125,8.632188,8.745125,9.264188,10.01231,10.70819
7/21/2005,1227.04,10.97,11.0897,9.0025,9.234,9.385188,9.895313,10.648,11.351,9.4193,8.768,9.005625,9.237,9.388188,9.9055,10.6575,11.35988
7/22/2005,1233.68,10.52,10.7653,8.526813,8.723625,8.852375,9.450875,10.32219,11.1255,8.9072,8.327188,8.528688,8.7255,8.854188,9.4595,10.33013,11.13281
7/25/2005,1229.03,11.1,11.1206,8.837,9.103,9.276188,9.907313,10.81988,11.66138,9.382,8.562813,8.837125,9.103125,9.276313,9.907688,10.82038,11.66181
7/26/2005,1231.16,10.99,10.9708,8.796188,9.016188,9.159875,9.716875,10.5325,11.28938,9.2146,8.572625,8.798188,9.018125,9.161813,9.724625,10.53963,11.296
7/27/2005,1236.79,10.36,10.797,8.344188,8.532375,8.6555,9.286688,10.20119,11.04013,8.7113,8.153625,8.346125,8.534188,8.657375,9.296188,10.20981,11.04813
7/28/2005,1243.72,10.52,10.6757,8.610125,8.752125,8.8455,9.45,10.33219,11.14481,8.9012,8.467125,8.611375,8.753375,8.846813,9.458625,10.34013,11.15213
7/29/2005,1234.18,11.57,11.4206,9.292,9.598188,9.797125,10.45988,11.42288,12.31069,9.88,8.977313,9.294,9.600188,9.799,10.46637,11.42881,12.31619
8/1/2005,1235.35,12.08,11.8152,9.831688,10.09663,10.26938,10.81888,11.63188,12.39163,10.3185,9.5625,9.834625,10.09938,10.27219,10.82819,11.6405,12.39969
8/2/2005,1244.12,11.75,11.405,9.469125,9.729188,9.898813,10.4525,11.273,12.03781,9.9091,9.207313,9.474625,9.7345,9.904,10.47013,11.28938,12.05313
8/3/2005,1245.05,11.83,11.5107,9.4135,9.696688,9.881,10.44081,11.26338,12.03,9.9381,9.124313,9.416188,9.699375,9.883688,10.449,11.27113,12.03713
8/4/2005,1235.86,12.52,11.9785,9.913875,10.21169,10.4055,11.01113,11.90281,12.73231,10.4602,9.610313,9.917188,10.215,10.40869,11.02138,11.91238,12.74119
8/5/2005,1226.42,12.48,12.2214,9.863375,10.28063,10.5495,11.19988,12.14688,13.02531,10.6387,9.4305,9.866,10.283,10.55188,11.20588,12.15238,13.03038
8/8/2005,1223.13,13.21,12.6721,10.42813,10.79919,11.03969,11.69569,12.65369,13.54419,11.17,10.04281,10.4275,10.7985,11.039,11.69369,12.65188,13.54238
8/9/2005,1231.38,12.4,12.0757,9.719813,10.09938,10.34481,10.97231,11.8875,12.73713,10.4295,9.327188,9.722188,10.10169,10.347,10.97819,11.89288,12.74219
8/10/2005,1229.13,12.38,12.1572,10.062,10.44288,10.68931,11.31231,12.2175,13.06019,10.8445,9.665188,10.06031,10.44038,10.68631,11.30438,12.21019,13.05338
8/11/2005,1237.81,12.42,12.0263,9.834688,10.24431,10.5085,11.06869,11.89288,12.66363,10.5307,9.4155,9.842625,10.25188,10.51588,11.08481,11.90788,12.67769
